yolo,Protocolo,DataEnvio,FoiProrrogado,Anonimo,Ativo,usuario_nome,Nome,Ativo,agente_UF,agente_Poder,agente_Nivel_Federativo,agente_nome,status_final_pedido_nome,ano
13350,9146,2014-07-28,0,0,1,Controladoria Geral do Município de São Paulo,SP OBRAS - São Paulo Obras,1,São Paulo,Executivo,Municipal,SP OBRAS - São Paulo Obras,Não Atendido,2014
13351,9146,2014-08-15,0,0,1,Controladoria Geral do Município de São Paulo,SP OBRAS - São Paulo Obras,1,São Paulo,Executivo,Municipal,SP OBRAS - São Paulo Obras,Não Atendido,2014
13352,9147,2014-07-28,1,0,1,Controladoria Geral do Município de São Paulo,SP OBRAS - São Paulo Obras,1,São Paulo,Executivo,Municipal,SP OBRAS - São Paulo Obras,Não Atendido,2014
13353,9147,2014-08-06,1,0,1,Controladoria Geral do Município de São Paulo,SP OBRAS - São Paulo Obras,1,São Paulo,Executivo,Municipal,SP OBRAS - São Paulo Obras,Não Atendido,2014
13354,9149,2014-07-29,0,0,1,Controladoria Geral do Município de São Paulo,SMADS - Secretaria Municipal de Assistência e Desenvolvimento Social,1,São Paulo,Executivo,Municipal,SMADS - Secretaria Municipal de Assistência e Desenvolvimento Social,Não Atendido,2014
13355,9152,2014-07-30,0,0,1,Controladoria Geral do Município de São Paulo,SMS - Secretaria Municipal da Saúde,1,São Paulo,Executivo,Municipal,SMS - Secretaria Municipal da Saúde,Não Atendido,2014
13356,9154,2014-07-30,0,0,1,Controladoria Geral do Município de São Paulo,SME - Secretaria Municipal de Educação,1,São Paulo,Executivo,Municipal,SME - Secretaria Municipal de Educação,Não Atendido,2014
13357,9157,2014-07-30,0,0,1,Controladoria Geral do Município de São Paulo,SME - Secretaria Municipal de Educação,1,São Paulo,Executivo,Municipal,SME - Secretaria Municipal de Educação,Não Atendido,2014
13358,9174,2014-08-04,0,0,1,Controladoria Geral do Município de São Paulo,CET - Companhia de Engenharia de Tráfego,1,São Paulo,Executivo,Municipal,CET - Companhia de Engenharia de Tráfego,Não Atendido,2014
13359,9175,2014-08-04,0,0,1,Controladoria Geral do Município de São Paulo,SPAF - Subprefeitura Aricanduva,1,São Paulo,Executivo,Municipal,SPAF - Subprefeitura Aricanduva,Não Atendido,2014
13360,9199,2014-08-06,0,0,1,Controladoria Geral do Município de São Paulo,SMC - Secretaria Municipal de Cultura,1,São Paulo,Executivo,Municipal,SMC - Secretaria Municipal de Cultura,Não Atendido,2014
13361,9209,2014-08-08,0,0,1,Controladoria Geral do Município de São Paulo,SGM - Secretaria do Governo Municipal,1,São Paulo,Executivo,Municipal,SGM - Secretaria do Governo Municipal,Não Atendido,2014
13362,9229,2014-08-13,0,0,1,Controladoria Geral do Município de São Paulo,SPVP - Subprefeitura Vila Prudente,1,São Paulo,Executivo,Municipal,SPVP - Subprefeitura Vila Prudente,Não Atendido,2014
13363,9232,2014-08-13,0,0,1,Controladoria Geral do Município de São Paulo,SPST - Subprefeitura Santana/Tucuruvi,1,São Paulo,Executivo,Municipal,SPST - Subprefeitura Santana/Tucuruvi,Não Atendido,2014
13364,9232,2014-08-19,0,0,1,Controladoria Geral do Município de São Paulo,SPST - Subprefeitura Santana/Tucuruvi,1,São Paulo,Executivo,Municipal,SPST - Subprefeitura Santana/Tucuruvi,Não Atendido,2014
13365,9253,2014-08-15,1,0,1,Controladoria Geral do Município de São Paulo,SP URBANISMO - São Paulo Urbanismo,1,São Paulo,Executivo,Municipal,SP URBANISMO - São Paulo Urbanismo,Não Atendido,2014
13366,9256,2014-08-17,0,0,1,Controladoria Geral do Município de São Paulo,AMLURB - Autoridade Municipal de Limpeza Urbana,1,São Paulo,Executivo,Municipal,AMLURB - Autoridade Municipal de Limpeza Urbana,Não Atendido,2014
13367,9261,2014-08-17,0,0,1,Controladoria Geral do Município de São Paulo,SVMA - Secretaria Municipal do Verde e do Meio Ambiente,1,São Paulo,Executivo,Municipal,SVMA - Secretaria Municipal do Verde e do Meio Ambiente,Não Atendido,2014
13368,9279,2014-08-18,0,0,1,Controladoria Geral do Município de São Paulo,SMT - Secretaria Municipal de Transportes,1,São Paulo,Executivo,Municipal,SMT - Secretaria Municipal de Transportes,Não Atendido,2014
13369,9283,2014-08-19,0,0,1,Controladoria Geral do Município de São Paulo,SEL - Secretaria Especial de Licenciamentos,1,São Paulo,Executivo,Municipal,SEL - Secretaria Especial de Licenciamentos,Não Atendido,2014
13370,9288,2014-08-19,0,0,1,Controladoria Geral do Município de São Paulo,CET - Companhia de Engenharia de Tráfego,1,São Paulo,Executivo,Municipal,CET - Companhia de Engenharia de Tráfego,Não Atendido,2014
13371,9290,2014-08-19,0,0,1,Controladoria Geral do Município de São Paulo,SES - Secretaria Municipal de Serviços,1,São Paulo,Executivo,Municipal,SES - Secretaria Municipal de Serviços,Não Atendido,2014
13372,9290,2014-09-04,0,0,1,Controladoria Geral do Município de São Paulo,SES - Secretaria Municipal de Serviços,1,São Paulo,Executivo,Municipal,SES - Secretaria Municipal de Serviços,Não Atendido,2014
13373,9303,2014-08-21,0,0,1,Controladoria Geral do Município de São Paulo,SPTrans - São Paulo Transportes S/A,1,São Paulo,Executivo,Municipal,SPTrans - São Paulo Transportes S/A,Não Atendido,2014
13374,9303,2014-09-05,0,0,1,Controladoria Geral do Município de São Paulo,SPTrans - São Paulo Transportes S/A,1,São Paulo,Executivo,Municipal,SPTrans - São Paulo Transportes S/A,Não Atendido,2014
13375,9304,2014-08-21,0,0,1,Controladoria Geral do Município de São Paulo,SPTrans - São Paulo Transportes S/A,1,São Paulo,Executivo,Municipal,SPTrans - São Paulo Transportes S/A,Não Atendido,2014
13376,9319,2014-08-25,0,0,1,Controladoria Geral do Município de São Paulo,SPSE - Subprefeitura Sé,1,São Paulo,Executivo,Municipal,SPSE - Subprefeitura Sé,Não Atendido,2014
13377,9320,2014-08-25,0,0,1,Controladoria Geral do Município de São Paulo,Gabinete Vice-Prefeita,1,São Paulo,Executivo,Municipal,Gabinete Vice-Prefeita,Não Atendido,2014
13378,9325,2014-08-26,0,0,1,Controladoria Geral do Município de São Paulo,SPBT - Subprefeitura Butantã,1,São Paulo,Executivo,Municipal,SPBT - Subprefeitura Butantã,Não Atendido,2014
13379,9326,2014-08-26,0,0,1,Controladoria Geral do Município de São Paulo,CGM - Controladoria Geral do Município,1,São Paulo,Executivo,Municipal,CGM - Controladoria Geral do Município,Não Atendido,2014
13380,9331,2014-08-26,0,0,1,Controladoria Geral do Município de São Paulo,SMS - Secretaria Municipal da Saúde,1,São Paulo,Executivo,Municipal,SMS - Secretaria Municipal da Saúde,Não Atendido,2014
13381,9332,2014-08-26,0,0,1,Controladoria Geral do Município de São Paulo,SMT - Secretaria Municipal de Transportes,1,São Paulo,Executivo,Municipal,SMT - Secretaria Municipal de Transportes,Não Atendido,2014
13382,9345,2014-08-27,0,0,1,Controladoria Geral do Município de São Paulo,FUNDATEC - Fundação Paulistana de Educação e Tecnologia,1,São Paulo,Executivo,Municipal,FUNDATEC - Fundação Paulistana de Educação e Tecnologia,Não Atendido,2014
13383,9346,2014-08-27,0,0,1,Controladoria Geral do Município de São Paulo,FUNDATEC - Fundação Paulistana de Educação e Tecnologia,1,São Paulo,Executivo,Municipal,FUNDATEC - Fundação Paulistana de Educação e Tecnologia,Não Atendido,2014
13384,9347,2014-08-27,0,0,1,Controladoria Geral do Município de São Paulo,FUNDATEC - Fundação Paulistana de Educação e Tecnologia,1,São Paulo,Executivo,Municipal,FUNDATEC - Fundação Paulistana de Educação e Tecnologia,Não Atendido,2014
13385,9348,2014-08-27,0,0,1,Controladoria Geral do Município de São Paulo,FUNDATEC - Fundação Paulistana de Educação e Tecnologia,1,São Paulo,Executivo,Municipal,FUNDATEC - Fundação Paulistana de Educação e Tecnologia,Não Atendido,2014
13386,9349,2014-08-27,0,0,1,Controladoria Geral do Município de São Paulo,FUNDATEC - Fundação Paulistana de Educação e Tecnologia,1,São Paulo,Executivo,Municipal,FUNDATEC - Fundação Paulistana de Educação e Tecnologia,Não Atendido,2014
13387,9350,2014-08-27,0,0,1,Controladoria Geral do Município de São Paulo,FUNDATEC - Fundação Paulistana de Educação e Tecnologia,1,São Paulo,Executivo,Municipal,FUNDATEC - Fundação Paulistana de Educação e Tecnologia,Não Atendido,2014
13388,9352,2014-08-28,0,0,1,Controladoria Geral do Município de São Paulo,SMC - Secretaria Municipal de Cultura,1,São Paulo,Executivo,Municipal,SMC - Secretaria Municipal de Cultura,Não Atendido,2014
13389,9352,2014-09-11,0,0,1,Controladoria Geral do Município de São Paulo,SMC - Secretaria Municipal de Cultura,1,São Paulo,Executivo,Municipal,SMC - Secretaria Municipal de Cultura,Não Atendido,2014
13390,9357,2014-08-28,0,0,1,Controladoria Geral do Município de São Paulo,CGM - Controladoria Geral do Município,1,São Paulo,Executivo,Municipal,CGM - Controladoria Geral do Município,Não Atendido,2014
13391,9368,2014-09-01,0,0,1,Controladoria Geral do Município de São Paulo,SMS - Secretaria Municipal da Saúde,1,São Paulo,Executivo,Municipal,SMS - Secretaria Municipal da Saúde,Não Atendido,2014
13392,9372,2014-09-01,0,0,1,Controladoria Geral do Município de São Paulo,SMS - Secretaria Municipal da Saúde,1,São Paulo,Executivo,Municipal,SMS - Secretaria Municipal da Saúde,Não Atendido,2014
13393,9374,2014-09-01,0,0,1,Controladoria Geral do Município de São Paulo,SGM - Secretaria do Governo Municipal,1,São Paulo,Executivo,Municipal,SGM - Secretaria do Governo Municipal,Não Atendido,2014
13394,9379,2014-09-02,0,0,1,Controladoria Geral do Município de São Paulo,SMS - Secretaria Municipal da Saúde,1,São Paulo,Executivo,Municipal,SMS - Secretaria Municipal da Saúde,Não Atendido,2014
13395,9380,2014-09-02,0,0,1,Controladoria Geral do Município de São Paulo,SMS - Secretaria Municipal da Saúde,1,São Paulo,Executivo,Municipal,SMS - Secretaria Municipal da Saúde,Não Atendido,2014
13396,9382,2014-09-02,1,0,1,Controladoria Geral do Município de São Paulo,SPTrans - São Paulo Transportes S/A,1,São Paulo,Executivo,Municipal,SPTrans - São Paulo Transportes S/A,Não Atendido,2014
13397,9396,2014-09-03,0,0,1,Controladoria Geral do Município de São Paulo,SME - Secretaria Municipal de Educação,1,São Paulo,Executivo,Municipal,SME - Secretaria Municipal de Educação,Não Atendido,2014
13398,9397,2014-09-03,0,0,1,Controladoria Geral do Município de São Paulo,SME - Secretaria Municipal de Educação,1,São Paulo,Executivo,Municipal,SME - Secretaria Municipal de Educação,Não Atendido,2014
13399,9398,2014-09-03,0,0,1,Controladoria Geral do Município de São Paulo,SME - Secretaria Municipal de Educação,1,São Paulo,Executivo,Municipal,SME - Secretaria Municipal de Educação,Não Atendido,2014
13400,9400,2014-09-03,0,0,1,Controladoria Geral do Município de São Paulo,SMS - Secretaria Municipal da Saúde,1,São Paulo,Executivo,Municipal,SMS - Secretaria Municipal da Saúde,Não Atendido,2014
13401,9424,2014-09-05,0,0,1,Controladoria Geral do Município de São Paulo,SMG - Secretaria Municipal de Gestão,1,São Paulo,Executivo,Municipal,SMG - Secretaria Municipal de Gestão,Não Atendido,2014
13402,9424,2014-09-11,0,0,1,Controladoria Geral do Município de São Paulo,SMG - Secretaria Municipal de Gestão,1,São Paulo,Executivo,Municipal,SMG - Secretaria Municipal de Gestão,Não Atendido,2014
13403,9428,2014-09-06,0,0,1,Controladoria Geral do Município de São Paulo,CET - Companhia de Engenharia de Tráfego,1,São Paulo,Executivo,Municipal,CET - Companhia de Engenharia de Tráfego,Não Atendido,2014
13404,9429,2014-09-06,1,0,1,Controladoria Geral do Município de São Paulo,SMDHC - Secretaria Municipal de Direitos Humanos e Cidadania,1,São Paulo,Executivo,Municipal,SMDHC - Secretaria Municipal de Direitos Humanos e Cidadania,Não Atendido,2014
13405,9434,2014-09-08,0,0,1,Controladoria Geral do Município de São Paulo,CGM - Controladoria Geral do Município,1,São Paulo,Executivo,Municipal,CGM - Controladoria Geral do Município,Não Atendido,2014
13406,9445,2014-09-09,0,0,1,Controladoria Geral do Município de São Paulo,SPLA - Subprefeitura Lapa,1,São Paulo,Executivo,Municipal,SPLA - Subprefeitura Lapa,Não Atendido,2014
13407,9449,2014-09-09,0,0,1,Controladoria Geral do Município de São Paulo,SFMSP - Serviço Funerário,1,São Paulo,Executivo,Municipal,SFMSP - Serviço Funerário,Não Atendido,2014
13408,9463,2014-09-10,0,0,1,Controladoria Geral do Município de São Paulo,SMT - Secretaria Municipal de Transportes,1,São Paulo,Executivo,Municipal,SMT - Secretaria Municipal de Transportes,Não Atendido,2014
13409,9466,2014-09-10,0,0,1,Controladoria Geral do Município de São Paulo,CET - Companhia de Engenharia de Tráfego,1,São Paulo,Executivo,Municipal,CET - Companhia de Engenharia de Tráfego,Não Atendido,2014
13410,9471,2014-09-11,1,0,1,Controladoria Geral do Município de São Paulo,SME - Secretaria Municipal de Educação,1,São Paulo,Executivo,Municipal,SME - Secretaria Municipal de Educação,Não Atendido,2014
13411,9479,2014-09-12,0,0,1,Controladoria Geral do Município de São Paulo,SNJ - Secretaria Municipal dos Negócios Jurídicos,1,São Paulo,Executivo,Municipal,SNJ - Secretaria Municipal dos Negócios Jurídicos,Não Atendido,2014
13412,9480,2014-09-12,0,0,1,Controladoria Geral do Município de São Paulo,SNJ - Secretaria Municipal dos Negócios Jurídicos,1,São Paulo,Executivo,Municipal,SNJ - Secretaria Municipal dos Negócios Jurídicos,Não Atendido,2014
13413,9510,2014-09-15,0,0,1,Controladoria Geral do Município de São Paulo,SMS - Secretaria Municipal da Saúde,1,São Paulo,Executivo,Municipal,SMS - Secretaria Municipal da Saúde,Não Atendido,2014
13414,9526,2014-09-16,0,0,1,Controladoria Geral do Município de São Paulo,SME - Secretaria Municipal de Educação,1,São Paulo,Executivo,Municipal,SME - Secretaria Municipal de Educação,Não Atendido,2014
13415,9536,2014-09-16,0,0,1,Controladoria Geral do Município de São Paulo,SMS - Secretaria Municipal da Saúde,1,São Paulo,Executivo,Municipal,SMS - Secretaria Municipal da Saúde,Não Atendido,2014
13416,9542,2014-09-17,0,0,1,Controladoria Geral do Município de São Paulo,SPPI - Subprefeitura Pinheiros,1,São Paulo,Executivo,Municipal,SPPI - Subprefeitura Pinheiros,Não Atendido,2014
13417,9543,2014-09-17,0,0,1,Controladoria Geral do Município de São Paulo,SME - Secretaria Municipal de Educação,1,São Paulo,Executivo,Municipal,SME - Secretaria Municipal de Educação,Não Atendido,2014
13418,9550,2014-09-18,0,0,1,Controladoria Geral do Município de São Paulo,SME - Secretaria Municipal de Educação,1,São Paulo,Executivo,Municipal,SME - Secretaria Municipal de Educação,Não Atendido,2014
13419,9551,2014-09-18,0,0,1,Controladoria Geral do Município de São Paulo,SMADS - Secretaria Municipal de Assistência e Desenvolvimento Social,1,São Paulo,Executivo,Municipal,SMADS - Secretaria Municipal de Assistência e Desenvolvimento Social,Não Atendido,2014
13420,9559,2014-09-21,0,0,1,Controladoria Geral do Município de São Paulo,IPREM - Instituto de Previdência Municipal de São Paulo,1,São Paulo,Executivo,Municipal,IPREM - Instituto de Previdência Municipal de São Paulo,Não Atendido,2014
13421,9574,2014-09-23,0,0,1,Controladoria Geral do Município de São Paulo,SIURB - Secretaria Municipal de Infraestrutura Urbana e Obras,1,São Paulo,Executivo,Municipal,SIURB - Secretaria Municipal de Infraestrutura Urbana e Obras,Não Atendido,2014
13422,9574,2014-10-03,0,0,1,Controladoria Geral do Município de São Paulo,SIURB - Secretaria Municipal de Infraestrutura Urbana e Obras,1,São Paulo,Executivo,Municipal,SIURB - Secretaria Municipal de Infraestrutura Urbana e Obras,Não Atendido,2014
13423,9581,2014-09-24,0,0,1,Controladoria Geral do Município de São Paulo,IPREM - Instituto de Previdência Municipal de São Paulo,1,São Paulo,Executivo,Municipal,IPREM - Instituto de Previdência Municipal de São Paulo,Não Atendido,2014
13424,9600,2014-09-27,0,0,1,Controladoria Geral do Município de São Paulo,SES - Secretaria Municipal de Serviços,1,São Paulo,Executivo,Municipal,SES - Secretaria Municipal de Serviços,Não Atendido,2014
13425,9600,2014-10-03,0,0,1,Controladoria Geral do Município de São Paulo,SES - Secretaria Municipal de Serviços,1,São Paulo,Executivo,Municipal,SES - Secretaria Municipal de Serviços,Não Atendido,2014
13426,9602,2014-09-28,0,0,1,Controladoria Geral do Município de São Paulo,SMT - Secretaria Municipal de Transportes,1,São Paulo,Executivo,Municipal,SMT - Secretaria Municipal de Transportes,Não Atendido,2014
13427,9604,2014-09-29,0,0,1,Controladoria Geral do Município de São Paulo,SNJ - Secretaria Municipal dos Negócios Jurídicos,1,São Paulo,Executivo,Municipal,SNJ - Secretaria Municipal dos Negócios Jurídicos,Não Atendido,2014
13428,9612,2014-09-30,0,0,1,Controladoria Geral do Município de São Paulo,SME - Secretaria Municipal de Educação,1,São Paulo,Executivo,Municipal,SME - Secretaria Municipal de Educação,Não Atendido,2014
13429,9633,2014-10-02,0,0,1,Controladoria Geral do Município de São Paulo,SMT - Secretaria Municipal de Transportes,1,São Paulo,Executivo,Municipal,SMT - Secretaria Municipal de Transportes,Não Atendido,2014
13430,9646,2014-10-03,0,0,1,Controladoria Geral do Município de São Paulo,SMG - Secretaria Municipal de Gestão,1,São Paulo,Executivo,Municipal,SMG - Secretaria Municipal de Gestão,Não Atendido,2014
13431,9655,2014-10-06,0,0,1,Controladoria Geral do Município de São Paulo,SIURB - Secretaria Municipal de Infraestrutura Urbana e Obras,1,São Paulo,Executivo,Municipal,SIURB - Secretaria Municipal de Infraestrutura Urbana e Obras,Não Atendido,2014
13432,9659,2014-10-06,0,0,1,Controladoria Geral do Município de São Paulo,IPREM - Instituto de Previdência Municipal de São Paulo,1,São Paulo,Executivo,Municipal,IPREM - Instituto de Previdência Municipal de São Paulo,Não Atendido,2014
13433,9660,2014-10-06,1,0,1,Controladoria Geral do Município de São Paulo,SNJ - Secretaria Municipal dos Negócios Jurídicos,1,São Paulo,Executivo,Municipal,SNJ - Secretaria Municipal dos Negócios Jurídicos,Não Atendido,2014
13434,9661,2014-10-07,1,0,1,Controladoria Geral do Município de São Paulo,SNJ - Secretaria Municipal dos Negócios Jurídicos,1,São Paulo,Executivo,Municipal,SNJ - Secretaria Municipal dos Negócios Jurídicos,Não Atendido,2014
13435,9661,2014-10-06,1,0,1,Controladoria Geral do Município de São Paulo,SNJ - Secretaria Municipal dos Negócios Jurídicos,1,São Paulo,Executivo,Municipal,SNJ - Secretaria Municipal dos Negócios Jurídicos,Não Atendido,2014
13436,9681,2014-10-09,0,0,1,Controladoria Geral do Município de São Paulo,IPREM - Instituto de Previdência Municipal de São Paulo,1,São Paulo,Executivo,Municipal,IPREM - Instituto de Previdência Municipal de São Paulo,Não Atendido,2014
13437,9692,2014-10-12,0,0,1,Controladoria Geral do Município de São Paulo,SPPE - Subprefeitura Penha,1,São Paulo,Executivo,Municipal,SPPE - Subprefeitura Penha,Não Atendido,2014
13438,9697,2014-10-14,0,0,1,Controladoria Geral do Município de São Paulo,CET - Companhia de Engenharia de Tráfego,1,São Paulo,Executivo,Municipal,CET - Companhia de Engenharia de Tráfego,Não Atendido,2014
13439,9713,2014-10-17,0,0,1,Controladoria Geral do Município de São Paulo,COHAB - Companhia Metropolitana de Habitação,1,São Paulo,Executivo,Municipal,COHAB - Companhia Metropolitana de Habitação,Não Atendido,2014
13440,9714,2014-10-18,0,0,1,Controladoria Geral do Município de São Paulo,SVMA - Secretaria Municipal do Verde e do Meio Ambiente,1,São Paulo,Executivo,Municipal,SVMA - Secretaria Municipal do Verde e do Meio Ambiente,Não Atendido,2014
13441,9723,2014-10-20,0,0,1,Controladoria Geral do Município de São Paulo,COHAB - Companhia Metropolitana de Habitação,1,São Paulo,Executivo,Municipal,COHAB - Companhia Metropolitana de Habitação,Não Atendido,2014
13442,9736,2014-10-21,0,0,1,Controladoria Geral do Município de São Paulo,SMT - Secretaria Municipal de Transportes,1,São Paulo,Executivo,Municipal,SMT - Secretaria Municipal de Transportes,Não Atendido,2014
13443,9746,2014-10-23,0,0,1,Controladoria Geral do Município de São Paulo,Gabinete Vice-Prefeita,1,São Paulo,Executivo,Municipal,Gabinete Vice-Prefeita,Não Atendido,2014
13444,9752,2014-10-23,0,0,1,Controladoria Geral do Município de São Paulo,SPVM - Subprefeitura Vila Mariana,1,São Paulo,Executivo,Municipal,SPVM - Subprefeitura Vila Mariana,Não Atendido,2014
13445,9756,2014-10-23,0,0,1,Controladoria Geral do Município de São Paulo,SEL - Secretaria Especial de Licenciamentos,1,São Paulo,Executivo,Municipal,SEL - Secretaria Especial de Licenciamentos,Não Atendido,2014
13446,9759,2014-10-24,0,0,1,Controladoria Geral do Município de São Paulo,SPLA - Subprefeitura Lapa,1,São Paulo,Executivo,Municipal,SPLA - Subprefeitura Lapa,Não Atendido,2014
13447,9759,2014-10-29,0,0,1,Controladoria Geral do Município de São Paulo,SPLA - Subprefeitura Lapa,1,São Paulo,Executivo,Municipal,SPLA - Subprefeitura Lapa,Não Atendido,2014
13448,9776,2014-10-28,0,0,1,Controladoria Geral do Município de São Paulo,SMS - Secretaria Municipal da Saúde,1,São Paulo,Executivo,Municipal,SMS - Secretaria Municipal da Saúde,Não Atendido,2014
13449,9779,2014-10-28,0,0,1,Controladoria Geral do Município de São Paulo,SNJ - Secretaria Municipal dos Negócios Jurídicos,1,São Paulo,Executivo,Municipal,SNJ - Secretaria Municipal dos Negócios Jurídicos,Não Atendido,2014
13450,9782,2014-10-28,0,0,1,Controladoria Geral do Município de São Paulo,SPLA - Subprefeitura Lapa,1,São Paulo,Executivo,Municipal,SPLA - Subprefeitura Lapa,Não Atendido,2014
13451,9783,2014-10-28,0,0,1,Controladoria Geral do Município de São Paulo,SPLA - Subprefeitura Lapa,1,São Paulo,Executivo,Municipal,SPLA - Subprefeitura Lapa,Não Atendido,2014
13452,9797,2014-10-30,0,0,1,Controladoria Geral do Município de São Paulo,SME - Secretaria Municipal de Educação,1,São Paulo,Executivo,Municipal,SME - Secretaria Municipal de Educação,Não Atendido,2014
13453,9841,2014-11-05,0,0,1,Controladoria Geral do Município de São Paulo,CGM - Controladoria Geral do Município,1,São Paulo,Executivo,Municipal,CGM - Controladoria Geral do Município,Não Atendido,2014
13454,9849,2014-11-05,0,0,1,Controladoria Geral do Município de São Paulo,"SEME - Secretaria Municipal de Esportes, Lazer e Recreação",1,São Paulo,Executivo,Municipal,"SEME - Secretaria Municipal de Esportes, Lazer e Recreação",Não Atendido,2014
13455,9862,2014-11-06,0,0,1,Controladoria Geral do Município de São Paulo,SNJ - Secretaria Municipal dos Negócios Jurídicos,1,São Paulo,Executivo,Municipal,SNJ - Secretaria Municipal dos Negócios Jurídicos,Não Atendido,2014
13456,9867,2014-11-06,0,0,1,Controladoria Geral do Município de São Paulo,SNJ - Secretaria Municipal dos Negócios Jurídicos,1,São Paulo,Executivo,Municipal,SNJ - Secretaria Municipal dos Negócios Jurídicos,Não Atendido,2014
13457,9868,2014-11-06,0,0,1,Controladoria Geral do Município de São Paulo,SNJ - Secretaria Municipal dos Negócios Jurídicos,1,São Paulo,Executivo,Municipal,SNJ - Secretaria Municipal dos Negócios Jurídicos,Não Atendido,2014
13458,9870,2014-11-06,0,0,1,Controladoria Geral do Município de São Paulo,SMT - Secretaria Municipal de Transportes,1,São Paulo,Executivo,Municipal,SMT - Secretaria Municipal de Transportes,Não Atendido,2014
13459,9880,2014-11-07,0,0,1,Controladoria Geral do Município de São Paulo,SPG - Subprefeitura Guaianases,1,São Paulo,Executivo,Municipal,SPG - Subprefeitura Guaianases,Não Atendido,2014
13460,9882,2014-11-10,0,0,1,Controladoria Geral do Município de São Paulo,SPTrans - São Paulo Transportes S/A,1,São Paulo,Executivo,Municipal,SPTrans - São Paulo Transportes S/A,Não Atendido,2014
13461,9883,2014-11-10,0,0,1,Controladoria Geral do Município de São Paulo,SPBT - Subprefeitura Butantã,1,São Paulo,Executivo,Municipal,SPBT - Subprefeitura Butantã,Não Atendido,2014
13462,9883,2014-11-12,0,0,1,Controladoria Geral do Município de São Paulo,SPBT - Subprefeitura Butantã,1,São Paulo,Executivo,Municipal,SPBT - Subprefeitura Butantã,Não Atendido,2014
13463,9891,2014-11-11,0,0,1,Controladoria Geral do Município de São Paulo,SME - Secretaria Municipal de Educação,1,São Paulo,Executivo,Municipal,SME - Secretaria Municipal de Educação,Não Atendido,2014
13464,9896,2014-11-11,0,0,1,Controladoria Geral do Município de São Paulo,COHAB - Companhia Metropolitana de Habitação,1,São Paulo,Executivo,Municipal,COHAB - Companhia Metropolitana de Habitação,Não Atendido,2014
13465,9896,2014-11-27,0,0,1,Controladoria Geral do Município de São Paulo,COHAB - Companhia Metropolitana de Habitação,1,São Paulo,Executivo,Municipal,COHAB - Companhia Metropolitana de Habitação,Não Atendido,2014
13466,9906,2014-11-12,0,0,1,Controladoria Geral do Município de São Paulo,SMADS - Secretaria Municipal de Assistência e Desenvolvimento Social,1,São Paulo,Executivo,Municipal,SMADS - Secretaria Municipal de Assistência e Desenvolvimento Social,Não Atendido,2014
13467,9915,2014-11-12,0,0,1,Controladoria Geral do Município de São Paulo,SIURB - Secretaria Municipal de Infraestrutura Urbana e Obras,1,São Paulo,Executivo,Municipal,SIURB - Secretaria Municipal de Infraestrutura Urbana e Obras,Não Atendido,2014
13468,9925,2014-11-12,0,0,1,Controladoria Geral do Município de São Paulo,SVMA - Secretaria Municipal do Verde e do Meio Ambiente,1,São Paulo,Executivo,Municipal,SVMA - Secretaria Municipal do Verde e do Meio Ambiente,Não Atendido,2014
13469,9927,2014-11-12,0,0,1,Controladoria Geral do Município de São Paulo,SMT - Secretaria Municipal de Transportes,1,São Paulo,Executivo,Municipal,SMT - Secretaria Municipal de Transportes,Não Atendido,2014
13470,9928,2014-11-12,0,0,1,Controladoria Geral do Município de São Paulo,SVMA - Secretaria Municipal do Verde e do Meio Ambiente,1,São Paulo,Executivo,Municipal,SVMA - Secretaria Municipal do Verde e do Meio Ambiente,Não Atendido,2014
13471,9933,2014-11-13,0,0,1,Controladoria Geral do Município de São Paulo,SNJ - Secretaria Municipal dos Negócios Jurídicos,1,São Paulo,Executivo,Municipal,SNJ - Secretaria Municipal dos Negócios Jurídicos,Não Atendido,2014
13472,9933,2014-11-17,0,0,1,Controladoria Geral do Município de São Paulo,SNJ - Secretaria Municipal dos Negócios Jurídicos,1,São Paulo,Executivo,Municipal,SNJ - Secretaria Municipal dos Negócios Jurídicos,Não Atendido,2014
13473,9944,2014-11-14,0,0,1,Controladoria Geral do Município de São Paulo,SF - Secretaria Municipal de Finanças e Desenvolvimento Econômico,1,São Paulo,Executivo,Municipal,SF - Secretaria Municipal de Finanças e Desenvolvimento Econômico,Não Atendido,2014
13474,9947,2014-11-15,0,0,1,Controladoria Geral do Município de São Paulo,COHAB - Companhia Metropolitana de Habitação,1,São Paulo,Executivo,Municipal,COHAB - Companhia Metropolitana de Habitação,Não Atendido,2014
13475,9948,2014-11-16,0,0,1,Controladoria Geral do Município de São Paulo,COHAB - Companhia Metropolitana de Habitação,1,São Paulo,Executivo,Municipal,COHAB - Companhia Metropolitana de Habitação,Não Atendido,2014
13476,9953,2014-11-17,0,0,1,Controladoria Geral do Município de São Paulo,SMT - Secretaria Municipal de Transportes,1,São Paulo,Executivo,Municipal,SMT - Secretaria Municipal de Transportes,Não Atendido,2014
13477,9965,2014-11-18,0,0,1,Controladoria Geral do Município de São Paulo,SPTrans - São Paulo Transportes S/A,1,São Paulo,Executivo,Municipal,SPTrans - São Paulo Transportes S/A,Não Atendido,2014
13478,9973,2014-11-18,0,0,1,Controladoria Geral do Município de São Paulo,SMT - Secretaria Municipal de Transportes,1,São Paulo,Executivo,Municipal,SMT - Secretaria Municipal de Transportes,Não Atendido,2014
